CD45,CD3,CD8,CD4,CD20,CD68,CD11c,MPO,Pan-Keratin,Beta catenin,Keratin17,Vimentin,SMA,CD31,FoxP3,HLA-DR,celltype,SampleID
1.0808,3.0054,2.2064,0.2236,-0.3554,4.1566,1.1528,-0.139,-0.5577,-0.8456,-0.2738,0.347,-0.378,-0.167,-0.0763,0.114,Macrophage,16
1.4858,-0.4458,-0.374,-0.3754,4.0311,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.6346,-0.378,-0.167,-0.0763,0.5549,B cell,16
0.3443,0.3819,-0.374,0.7997,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.7055,-0.2738,1.0076,-0.378,-0.167,-0.0763,-0.5061,T cell,13
1.8557,1.1724,-0.374,1.3764,-0.3466,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.7237,-0.378,-0.167,-0.0763,1.1284,CD4 T cell,37
0.3194,0.2622,-0.374,-0.3754,2.1658,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.822,-0.378,-0.167,-0.0763,1.4211,B cell,1
1.1441,-0.1711,-0.374,0.3007,-0.3554,7.1737,4.7563,-0.139,-0.5577,-0.8456,-0.2738,0.0618,-0.378,-0.167,-0.0763,0.6521,Macrophage,6
1.388,0.5798,2.4127,0.327,-0.3554,-0.2806,-0.3597,-0.139,-0.5186,-0.4104,-0.2738,0.9345,0.9734,-0.167,-0.0763,0.3393,CD8 T cell,37
1.0021,0.0524,1.4407,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,1.2211,0.0567,1.5732,-0.822,-0.378,-0.167,-0.0763,0.2197,CD8 T cell,35
0.9658,-0.094,0.515,-0.3754,2.2371,0.1043,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,0.1816,-0.378,-0.167,-0.0763,0.5402,B cell,37
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.3898,-0.8456,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,22
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.191,1.6714,-0.2738,-0.822,-0.378,-0.052,-0.0763,-0.6715,Tumor,23
-0.1846,-0.4458,-0.3592,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.3579,-0.1987,-0.2738,0.9371,-0.378,-0.167,-0.0763,0.0225,Tumor,11
-0.4334,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.0525,-0.0401,-0.2738,-0.5206,-0.378,-0.167,-0.0763,0.2302,Tumor,10
-0.6788,-0.4458,-0.374,-0.3754,-0.3554,0.4896,-0.3597,-0.139,-0.0416,1.1833,-0.2738,0.695,-0.378,-0.167,-0.0763,-0.5139,Tumor,2
-0.5955,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.466,-0.2738,2.1489,1.315,-0.167,-0.0763,-0.5043,Mesenchymal,36
-0.6928,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.7179,-0.2738,1.1629,0.8837,-0.167,-0.0763,-0.5903,Mesenchymal,40
-0.3069,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.6164,-0.2738,1.5976,0.7298,-0.167,-0.0763,-0.6715,Other immune,3
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.0047,-0.368,4.4464,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,24
2.0281,3.3112,5.0118,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.0653,1.0485,-0.2738,-0.6825,-0.378,-0.167,-0.0763,-0.0441,CD8 T cell,32
0.8688,1.2766,0.581,-0.3754,-0.3554,2.5653,0.0025,-0.139,-0.5577,-0.8456,-0.2738,0.817,-0.378,-0.167,-0.0763,0.2412,Macrophage,23
1.9704,-0.4458,-0.374,-0.3754,4.5808,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,0.0892,-0.378,-0.0037,-0.0763,2.3671,Dendritic cell,40
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.1176,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,16
-0.6636,-0.4458,-0.1504,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.1695,0.4743,-0.2738,-0.6577,-0.378,-0.167,-0.0763,-0.5025,Tumor,14
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.2094,-0.2738,0.9579,1.3363,-0.167,-0.0763,-0.6715,Mesenchymal,36
1.6577,0.9144,2.8307,-0.3754,0.5113,-0.2716,-0.2325,-0.139,0.3577,-0.669,-0.2738,-0.0375,-0.378,-0.167,-0.0763,1.5556,CD8 T cell,10
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.4718,1.0468,0.6328,-0.7977,-0.1733,-0.167,-0.0763,-0.6715,Tumor,25
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.231,-0.2755,-0.2738,1.4033,-0.378,-0.167,-0.0763,-0.6715,Tumor,2
0.3214,-0.4458,-0.374,-0.3754,2.0756,-0.3742,1.5536,-0.139,-0.5577,0.5048,-0.2738,0.5992,-0.378,-0.167,-0.0763,1.4892,B cell,35
-0.6885,-0.3225,-0.3403,-0.3754,-0.3515,-0.3742,-0.3597,-0.139,0.8408,3.2011,4.2829,0.9753,4.834,-0.167,-0.0763,-0.6715,Tumor,17
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.454,-0.3209,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,8
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.8814,-0.8456,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,15
2.0939,-0.4002,-0.1339,-0.3754,4.8093,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.1386,-0.378,-0.167,-0.0763,2.4201,B cell,40
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.093,-0.3597,-0.139,0.4477,-0.8456,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.4896,Tumor,22
-0.2328,-0.4458,-0.374,-0.3754,-0.1451,1.0129,-0.3597,-0.139,-0.0415,-0.7324,-0.2738,-0.4205,-0.378,-0.167,-0.0763,-0.1812,Macrophage,3
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,0.6098,-0.2738,-0.1212,-0.378,-0.167,-0.0763,-0.6715,Tumor,21
-0.1206,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,0.4748,-0.139,-0.5577,-0.7272,-0.2738,0.7358,1.53,-0.167,-0.0763,-0.0851,Neutrophil,6
2.2922,7.2232,5.9071,1.0455,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.174,-0.378,-0.167,-0.0763,-0.6715,CD8 T cell,16
0.9662,1.4696,-0.2162,0.5909,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.4152,-0.2738,1.6497,0.5434,-0.0596,-0.0763,-0.6551,T cell,35
2.6384,3.2676,-0.374,6.9599,3.5927,-0.3742,3.3808,-0.139,-0.5577,-0.2543,-0.2738,1.5363,-0.378,-0.167,-0.0763,4.8448,Dendritic cell,3
-0.5853,-0.4458,-0.374,-0.3754,-0.3554,0.6521,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.822,-0.378,1.065,-0.0763,-0.4844,Macrophage,39
1.5818,0.6097,-0.374,1.9669,2.1934,-0.3742,0.0805,-0.139,-0.5577,-0.8229,-0.2738,0.8464,-0.378,-0.167,-0.0763,2.8706,CD4 T cell,35
1.9001,4.1917,0.145,3.7111,-0.3554,0.1673,-0.3597,-0.139,-0.5577,-0.7624,-0.2738,0.904,-0.378,-0.167,-0.0763,-0.1921,CD4 T cell,16
-0.7213,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,1.8511,0.7286,-0.2738,-0.822,-0.378,-0.167,-0.0763,0.3921,Tumor,12
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.0378,-0.378,-0.167,-0.0763,-0.6715,Mesenchymal,8
-0.5211,-0.4458,-0.374,-0.3754,-0.3554,1.9071,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.29,-0.378,0.625,-0.0763,-0.3489,Macrophage,6
-0.742,-0.4316,-0.342,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.342,-0.8456,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6566,Tumor,3
0.514,-0.4458,-0.374,-0.3754,2.4646,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.822,-0.378,-0.167,-0.0763,0.6899,B cell,1
0.9928,0.0209,-0.374,1.3164,-0.3554,0.2073,2.0863,-0.139,-0.5577,-0.8456,-0.2738,1.161,-0.378,-0.0536,-0.0763,0.4296,Dendritic cell,12
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.3218,-0.2738,-0.5868,-0.378,-0.167,-0.0763,-0.6715,Tumor,21
1.6568,1.449,0.1705,3.1222,-0.3554,0.3242,1.8119,0.2744,-0.5577,-0.8456,-0.2738,1.0155,-0.378,-0.167,-0.0763,0.0116,CD4 T cell,4
0.2939,1.4491,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.2212,-0.8325,-0.2738,-0.2662,-0.378,-0.167,-0.0763,-0.6092,T cell,13
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,7.1864,1.9707,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,33
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.7213,2.2591,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.2335,Tumor,32
1.3631,0.252,0.1394,1.8734,-0.3554,0.9395,-0.1924,-0.139,-0.5577,-0.8456,-0.2738,0.3459,-0.3002,-0.167,-0.0763,-0.5434,CD4 T cell,41
-0.1504,-0.4458,-0.374,-0.3754,-0.3554,3.8553,-0.3597,-0.139,-0.1816,0.4322,-0.2738,2.0108,-0.378,-0.167,-0.0763,0.2403,Macrophage,11
0.5425,0.2884,2.3756,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.3601,-0.2738,2.6015,0.3231,-0.167,-0.0763,0.2545,CD8 T cell,13
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.2654,0.703,2.7049,-0.822,-0.378,-0.167,-0.0763,-0.2825,Tumor,24
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.5427,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,26
2.1511,5.0376,2.2074,4.3142,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,0.2858,-0.0648,-0.378,-0.167,-0.0763,-0.6494,CD8 T cell,16
-0.173,-0.0979,-0.374,0.252,-0.3554,-0.3742,-0.348,-0.139,-0.4015,0.9094,-0.2738,-0.822,-0.378,-0.167,-0.0763,0.332,Tumor,12
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3641,-0.3597,-0.139,3.0503,1.0661,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6664,Tumor,18
-0.6181,-0.4458,-0.3427,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.2422,0.2,-0.2738,1.0506,-0.378,-0.167,-0.0763,0.4508,Tumor,10
-0.4884,-0.4458,-0.374,-0.3754,-0.3554,0.4608,0.2358,-0.139,-0.5577,-0.7459,-0.2738,1.387,1.0673,-0.167,-0.0763,-0.6715,Macrophage,41
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.739,1.712,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,27
0.142,-0.4458,0.8985,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,0.2113,-0.378,-0.167,-0.0763,-0.6715,CD8 T cell,37
-0.7098,-0.4008,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.7518,0.3236,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6242,Tumor,12
-0.766,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,1.1737,-0.0139,-0.822,-0.378,-0.167,-0.0763,-0.374,Tumor,4
-0.6887,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,0.8118,0.1015,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,20
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,1.4775,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,21
-0.7512,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.8722,-0.8456,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,11
1.1691,-0.1075,1.3998,1.2968,-0.3554,5.3532,3.4447,-0.139,-0.2279,0.0154,-0.2738,1.9162,-0.378,-0.167,-0.0763,3.9101,Macrophage,12
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.0691,0.909,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,27
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.2746,-0.3662,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,27
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.7358,-0.2738,0.351,2.5257,-0.167,-0.0763,-0.6715,Mesenchymal,26
2.7759,1.3775,-0.374,2.5856,4.5106,-0.3742,-0.3597,-0.139,-0.5577,-0.1132,-0.2738,0.9898,-0.378,-0.167,-0.0763,3.7942,CD4 T cell,17
0.3938,0.9576,-0.374,1.1387,-0.2888,-0.3742,-0.3597,-0.139,-0.3589,0.4242,-0.2551,0.4346,-0.378,-0.167,-0.0763,0.2765,CD4 T cell,35
-0.7128,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,1.0723,-0.378,-0.167,-0.0763,0.1988,Mesenchymal,36
0.9959,-0.4458,-0.374,-0.3754,2.889,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.4453,-0.378,-0.167,-0.0763,2.6457,B cell,35
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.1117,0.757,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,27
0.127,-0.2283,0.1431,-0.0126,-0.3554,-0.0611,0.359,-0.139,0.1365,1.3173,-0.2738,-0.822,-0.378,0.5017,-0.0763,0.2101,Tumor,12
2.3522,1.2796,3.0906,-0.3754,3.0293,-0.3742,-0.3597,-0.139,-0.5577,0.0131,-0.2738,0.2849,-0.378,-0.167,-0.0763,1.9161,CD8 T cell,28
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.3718,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,8
-0.6609,-0.4458,-0.374,-0.3754,-0.3554,0.0199,-0.3597,-0.139,0.6799,1.6904,-0.2738,-0.0935,0.3107,-0.167,-0.0763,-0.1538,Tumor,17
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.3611,-0.2738,-0.4484,-0.378,-0.167,-0.0763,-0.6715,Tumor,21
1.8587,0.2836,-0.374,-0.1951,3.6438,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.5184,-0.378,-0.167,-0.0763,2.7854,B cell,35
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.1476,1.7989,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,18
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,2.3694,2.1217,-0.2738,-0.822,-0.378,-0.167,-0.0763,0.0793,Tumor,10
-0.4389,-0.4458,-0.374,-0.3754,-0.3554,-0.2322,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,0.2655,-0.378,-0.167,-0.0763,-0.5457,Other immune,4
2.0517,1.6298,-0.3642,2.3881,3.9035,-0.1807,0.3312,-0.139,-0.1684,0.2516,0.9547,1.8081,0.6922,-0.167,-0.0763,2.3234,CD4 T cell,17
0.4224,-0.4458,-0.374,-0.3754,0.371,-0.3742,-0.2773,-0.139,-0.5577,-0.8456,-0.2738,-0.4018,-0.378,-0.167,-0.0763,0.0166,B cell,4
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,0.1153,1.6622,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,6
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,0.7126,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,19
-0.6788,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.5085,0.2472,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.0013,Tumor,11
-0.3798,-0.4458,-0.374,-0.3754,-0.3554,6.5787,2.0422,-0.139,0.387,-0.8126,0.0468,2.2697,0.811,-0.167,-0.0763,0.8224,Macrophage,33
-0.6221,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5446,-0.8456,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6567,Tumor,34
1.8102,-0.0439,1.4177,-0.2114,2.7783,3.5991,2.3842,-0.139,-0.5577,-0.8456,-0.2738,1.0299,-0.378,-0.167,-0.0763,2.7449,Macrophage,32
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.0801,-0.2738,-0.5194,-0.378,-0.167,-0.0763,-0.6715,Tumor,26
0.256,0.4801,2.19,-0.3754,-0.3554,-0.3205,0.1081,-0.139,-0.5577,-0.8456,-0.2738,0.7184,-0.378,-0.167,-0.0763,-0.3962,CD8 T cell,29
-0.7375,-0.4458,-0.2327,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5329,0.0496,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,5
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.1854,-0.5687,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,18
2.6435,5.7108,3.6415,3.3597,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.3036,-0.378,-0.167,-0.0763,-0.6376,CD8 T cell,16
2.4889,5.6916,5.2089,0.1751,-0.3554,-0.0605,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,1.0704,-0.378,-0.167,-0.0763,-0.1898,CD8 T cell,16
1.5452,1.6021,1.6799,0.5139,1.3271,-0.3742,-0.2991,-0.139,-0.5577,-0.6971,-0.2738,1.7078,2.9739,-0.167,-0.0763,0.5719,CD8 T cell,17
0.7402,-0.048,-0.374,-0.1477,3.2162,-0.3742,-0.3597,-0.139,-0.5366,-0.8456,-0.2738,-0.6732,-0.378,-0.167,-0.0763,0.7553,B cell,1
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.4655,-0.463,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,7
1.9512,4.5443,3.4207,1.3722,-0.3554,-0.0232,-0.3597,-0.139,-0.5577,-0.7111,-0.2738,0.8266,-0.378,0.4776,-0.0763,-0.6225,CD8 T cell,16
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,2.7429,1.193,0.7822,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,40
0.2458,-0.4195,-0.3146,-0.3754,1.1007,-0.3742,-0.3597,-0.139,-0.0392,-0.8456,-0.2738,-0.822,-0.378,-0.167,-0.0763,1.3496,B cell,1
0.2038,-0.4458,-0.374,-0.3754,-0.3554,1.3322,1.5488,-0.139,-0.5577,-0.8456,-0.2738,0.7771,-0.378,-0.167,-0.0763,1.1301,Macrophage,5
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.426,0.5368,0.5821,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,6
1.5536,2.1257,0.1003,2.4341,0.0612,-0.3118,0.6507,-0.139,-0.5577,-0.8456,-0.2738,1.4037,-0.2769,-0.167,-0.0763,-0.3024,CD4 T cell,3
2.6901,6.2543,0.2262,6.7535,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,0.3146,-0.378,-0.167,-0.0763,-0.6715,CD4 T cell,16
0.8812,0.7824,2.0853,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.996,0.2484,-0.2738,-0.822,-0.378,-0.167,-0.0763,0.4904,CD8 T cell,39
-0.7918,-0.4458,-0.3673,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,2.1922,3.4201,4.3688,1.224,0.7669,-0.167,-0.0763,-0.6715,Tumor,29
1.22,0.1142,-0.374,0.8538,1.3495,1.2219,-0.3597,-0.139,-0.5577,-0.7548,-0.2738,1.1539,-0.0664,-0.167,-0.0763,0.4811,Macrophage,17
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,26
-0.7101,-0.4458,-0.2613,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.0411,0.6938,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,14
-0.5741,-0.4458,0.2714,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.1972,1.9561,-0.2738,-0.822,-0.378,-0.167,-0.0763,1.0126,Tumor,9
0.9717,0.9716,-0.374,0.7119,-0.3554,-0.3742,-0.3597,-0.139,0.3918,1.1828,1.1286,0.2439,3.9226,-0.167,-0.0763,0.4768,CD4 T cell,41
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,0.8285,-0.2738,-0.1903,-0.378,-0.167,-0.0763,-0.6715,Tumor,21
2.1869,5.5139,5.3256,3.8524,-0.3554,0.6481,-0.3597,-0.139,-0.5577,-0.7395,-0.2738,0.4792,-0.378,-0.167,-0.0763,-0.3114,Dendritic cell,16
1.3033,1.1912,0.1346,0.923,-0.3554,-0.3742,0.803,-0.139,-0.5577,-0.8456,-0.2738,-0.822,-0.378,-0.167,-0.0763,0.9424,CD4 T cell,35
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,0.22,-0.2738,-0.0866,1.2384,-0.167,-0.0763,-0.6715,Mesenchymal,19
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,1.4926,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.822,-0.378,-0.167,-0.0763,2.5482,Macrophage,15
-0.7314,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.242,-0.8456,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,22
1.3656,1.475,4.0372,-0.3754,-0.3554,-0.014,2.7204,-0.139,-0.5577,-0.8456,-0.2738,2.1408,-0.378,2.1714,-0.0763,1.6935,CD8 T cell,5
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.3008,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,23
-0.7587,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.5259,0.0542,-0.2738,0.0748,-0.378,-0.167,-0.0763,-0.6715,Tumor,21
-0.3898,-0.3248,-0.2323,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,2.3481,1.1298,0.2043,-0.5877,0.6662,-0.167,-0.0763,-0.6385,Tumor,37
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.6459,-0.3108,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,27
1.1382,1.4404,5.8768,-0.3754,-0.3554,-0.2882,-0.3113,0.9635,0.5608,0.376,-0.2738,1.1518,-0.378,-0.167,-0.0763,-0.0653,CD8 T cell,12
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.7712,-0.8456,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,1
1.2843,3.5587,-0.374,4.1488,-0.3554,-0.3742,-0.3597,-0.139,-0.5577,-0.7179,-0.2738,0.6418,0.539,-0.167,-0.0763,-0.5869,CD4 T cell,16
0.1376,-0.4458,-0.374,-0.3754,-0.3554,0.7785,-0.3597,-0.139,-0.5577,-0.0813,-0.2738,0.5058,1.4108,-0.167,-0.0763,-0.4371,Dendritic cell,3
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,1.6138,2.6127,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,5
-0.5656,-0.4458,-0.374,-0.3754,-0.3554,0.1089,-0.3597,-0.139,-0.1231,-0.5756,-0.1099,-0.5371,-0.3066,-0.167,-0.0763,-0.6715,Tumor,25
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.0807,0.496,-0.2738,-0.822,-0.378,0.3356,-0.0763,-0.6715,Tumor,7
0.4053,0.3795,3.0218,0.3054,-0.3554,0.1888,-0.1342,-0.139,-0.5577,-0.8456,-0.2738,0.6369,-0.378,-0.167,-0.0763,0.0391,CD8 T cell,13
-0.7306,-0.4458,-0.374,-0.3754,-0.3554,-0.3391,-0.3597,-0.139,0.5292,1.9126,-0.2738,-0.8068,-0.378,-0.167,-0.0763,-0.4366,Tumor,17
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,-0.3123,-0.396,-0.2738,-0.822,0.8436,-0.167,-0.0763,-0.6715,Tumor,18
-0.7967,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,0.209,-0.4086,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.6715,Tumor,7
-0.7836,-0.4458,-0.374,-0.3754,-0.3554,2.283,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.822,-0.378,-0.167,-0.0763,0.5999,Macrophage,34
-0.6286,-0.4458,-0.374,-0.3754,-0.3554,-0.3742,-0.3597,-0.139,1.5425,1.3853,-0.2738,-0.822,-0.378,-0.167,-0.0763,-0.2614,Tumor,18
-0.1864,-0.4458,-0.337,-0.3754,-0.3554,1.1779,-0.3597,-0.139,-0.5577,-0.8456,-0.2738,-0.2288,-0.378,1.2498,-0.0763,0.3158,Macrophage,37
